TreeOrder	Order	Family	Genus	ID	Repeat_BUSCOs	Accession	Tech_coarse	Tech_fine	Assembly_Length	Log10_Length	Contig_N50	Log10_N50	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	"BUSCO_Sum (Single, Dup, Frag, Missing)"	LINEs_bases	LINEs_proportion	SINEs_bases	SINEs_proportion	LTRs_bases	LTRs_proportion	DNA_trans_bases	DNA_trans_proportion	tandem_repeats_bases	tandem_repeats_proportion	other_repeats_bases	other_repeats_proportion	unclassified_bases	unclassified_proportion	unclassified_prop_reps	all_repeats_bases	all_repeats_proportion	assembly_length	unique_low_repeat_bases	unique_low_repeat_proportion	TE_BUSCOs	empties																																					
75	Diptera	Drosophilidae	Scaptodrosophila	474	18	GCA_003285725.2	long	pacbio	247077949	8.39	7854782	6.9	97.7	1.6	99.3	0.993	0.2	0.5	100	12770418	0.0517	1801	0	26655230	0.1079	6271457	0.0254	8958402	0.0362	22973956	0.093	12815663	0.0519	0.14169263	90446927	0.366066366	247077949	156631022	0.633933634	YES	18																																					
76	Diptera	Drosophilidae	Phortica	404	3	GCA_001014415.1	short	short	155550413	8.19	6905	3.84	95.5	0.7	96.2	0.962	1.5	2.3	100	1990324	0.0128	30015	0.0002	975207	0.0063	2780536	0.0179	11013725	0.0709	4785354	0.0308	7437911	0.0478	0.256364131	29013072	0.186518772	155550413	126537341	0.813481228	YES	3																																					
77	Diptera	Ephydridae	Ephydra	507	15	GCA_001014675.1	short	short	410872512	8.61	2117	3.33	90.1	0.4	90.5	0.905	4	5.5	100	16635718	0.0405	5239	0	1571260	0.0038	34372092	0.0836	9870901	0.0242	20519537	0.0498	36266313	0.0883	0.304142826	119241060	0.290214255	410872512	291631452	0.709785745	YES	15																																					
78	Diptera	Ephydridae	Cirrula	506	0	GCA_001015075.1	short	short	399685866	8.6	1781	3.25	50	0.7	50.7	0.507	12.7	36.6	100	12024804	0.0301	96990	0.0002	1559067	0.0039	17605271	0.0441	15068488	0.0376	19891895	0.0497	64294639	0.1609	0.492523906	130541154	0.326609383	399685866	269144712	0.673390617	NO	600																																					
79	Diptera	Tephritidae	Bactrocera	517	40	GCA_001853355.1	short	short	462489382	8.67	31499	4.5	98.4	0.7	99.1	0.991	0.2	0.7	100	50968337	0.1102	3479	0	15171582	0.0328	63619833	0.1375	8408876	0.0182	17947334	0.0387	29955134	0.0647	0.160984562	186074575	0.402332642	462489382	276414807	0.597667358	YES	40																																					
80	Diptera	Tephritidae	Bactrocera	508	6	GCA_000789215.2	short	short	414968693	8.62	4913	3.69	95.8	0.2	96	0.96	1.4	2.6	100	26262755	0.0633	2827	0	2512576	0.006	30903392	0.0744	7444956	0.018	10556067	0.0254	13292585	0.032	0.14611225	90975158	0.219233787	414968693	323993535	0.780766213	YES	6																																					
81	Diptera	Tephritidae	Bactrocera	524	27	GCA_000695345.1	short	short	519005690	8.72	7868	3.9	93.1	0.3	93.4	0.934	2	4.6	100	45847935	0.0883	3151	0	9840312	0.019	64187900	0.1237	7950114	0.0154	14086375	0.0271	31365503	0.0604	0.181009173	173281290	0.333871658	519005690	345724400	0.666128342	YES	27																																					
82	Diptera	Tephritidae	Bactrocera	520	41	GCA_001188975.4	long	pacb_oxford	484931532	8.69	187710	5.27	98.8	0.3	99.1	0.991	0.2	0.7	100	26719709	0.0551	3277	0	19746848	0.0407	39213529	0.0809	9102283	0.0188	32183070	0.0664	65723336	0.1356	0.341079641	192692052	0.397359296	484931532	292239480	0.602640704	YES	41																																					
83	Diptera	Tephritidae	Zeugodacus	501	27	GCA_000806345.1	short	short	374804520	8.57	17360	4.24	98.7	0.3	99	0.99	0.4	0.6	100	17543631	0.0468	3967	0	2327863	0.0062	24319977	0.0649	9059969	0.0242	7467922	0.0199	25539285	0.0681	0.296064353	86262614	0.230153612	374804520	288541906	0.769846388	YES	27																																					
84	Diptera	Tephritidae	Ceratitis	512	27	GCA_000347755.4	short	short	436474819	8.64	845931	5.93	99.3	0.1	99.4	0.994	0.1	0.5	100	54154837	0.124	4837721	0.0111	10672462	0.0245	60707840	0.1391	24753923	0.0566	4501745	0.0102	31268571	0.0717	0.163798042	190897099	0.437361082	436474819	245577720	0.562638918	YES	27																																					
85	Diptera	Tephritidae	Rhagoletis	533	103	GCA_001687245.1	short	short	1113962544	9.05	19348	4.29	82.1	15.4	97.5	0.975	0.9	1.6	100	99225908	0.089	5644938	0.0051	38956073	0.0349	84994324	0.0763	18072255	0.0162	39800601	0.0357	330390092	0.2966	0.535405212	617084191	0.553954165	1113962544	496878353	0.446045835	YES	103																																					
86	Diptera	Tephritidae	Rhagoletis	535	145	GCA_013731165.1	short	short	1223288327	9.09	23570	4.37	79	15.3	94.3	0.943	1.8	3.9	100	137802842	0.1127	2304398	0.0019	62150312	0.0508	119034853	0.0973	15447656	0.0126	59530819	0.0486	365774864	0.299	0.479990692	762045744	0.622948595	1223288327	461242583	0.377051405	YES	145																																					
87	Diptera	Tephritidae	Tephritis	495	0	GCA_001017515.1	short	short	342257700	8.53	906	2.96	55.1	0.2	55.3	0.553	21.4	23.3	100	25440083	0.0744	696554	0.002	4471118	0.013	6354540	0.0186	5595775	0.0164	2491169	0.0072	71613728	0.2093	0.61385142	116662967	0.340862943	342257700	225594733	0.659137057	NO	600																																					
88	Diptera	Sepsidae	Themira	376	0	GCA_001014575.1	short	short	99885510	8	2825	3.45	64.9	1.7	66.6	0.666	10.7	22.7	100	771012	0.0077	1243	0	426353	0.0042	203448	0.002	2225537	0.0223	66462	0.0007	1182201	0.0118	0.242440307	4876256	0.048818452	99885510	95009254	0.951181548	NO	600																																					
89	Diptera	Calliphoridae	Lucilia	505	42	GCA_000699065.2	short	short	378274262	8.58	94823	4.98	98.8	0.4	99.2	0.992	0.4	0.4	100	20561505	0.0543	92373	0.0002	10798686	0.0285	12285306	0.0325	18502064	0.0488	21977735	0.0581	72296207	0.1912	0.461915639	156513876	0.413757667	378274262	221760386	0.586242333	YES	42																																					
90	Diptera	Calliphoridae	Lucilia	494	0	GCA_001014835.1	short	short	319935455	8.51	1613	3.21	78.4	0.1	78.5	0.785	11.2	10.3	100	12270622	0.0384	12282	0	2945505	0.0092	4986053	0.0156	18027106	0.0564	6858997	0.0215	47502385	0.1485	0.512968377	92602950	0.2894426	319935455	227332505	0.7105574	NO	600																																					
91	Diptera	Calliphoridae	Calliphora	516	0	GCA_001017275.1	short	short	459231066	8.66	1086	3.04	77.2	0.3	77.5	0.775	11.1	11.4	100	15670808	0.0342	43062	0.0001	2454341	0.0053	26635821	0.058	7643799	0.0166	4853217	0.0105	75598911	0.1646	0.56884074	132899959	0.289396709	459231066	326331107	0.710603291	NO	600																																					
92	Diptera	Rhinophoridae	Paykullia	510	26	GCA_003055125.1	short	short	422395093	8.63	5917	3.77	91.9	0.5	92.4	0.924	4.1	3.5	100	11341584	0.0269	258657	0.0006	8735475	0.0207	22271896	0.0528	11630305	0.0275	23857771	0.0563	99812448	0.2363	0.561033634	177908136	0.421188927	422395093	244486957	0.578811073	YES	26																																					
93	Diptera	Calliphoridae	Cochliomyia	526	20	GCA_004302925.1	long	pacbio	534026350	8.73	616429	5.79	95	3.7	98.7	0.987	1	0.3	100	12070775	0.0226	14959	0	5760842	0.0108	36739516	0.0688	23917214	0.0448	65935906	0.1234	102131067	0.1912	0.414206722	246570279	0.461668713	534084880	287514601	0.538331287	YES	20																																					
94	Diptera	Calliphoridae	Phormia	527	18	GCA_001735545.1	long	pacbio	549932840	8.74	5563	3.75	93.8	2.2	96	0.96	2.6	1.4	100	15020653	0.0273	444919	0.0008	3085408	0.0056	22428283	0.0408	21233934	0.0385	24494081	0.0445	176329459	0.3206	0.670360578	263036737	0.478307018	549932840	286896103	0.521692982	YES	18																																					
95	Diptera	Calliphoridae	Chrysomya	487	12	GCA_014858665.1	short	short	295134161	8.47	3240	3.51	96.6	0.9	97.5	0.975	1.6	0.9	100	6483808	0.0219	1163	0	5058897	0.0171	11167549	0.0378	11123215	0.0376	23657931	0.0802	34202785	0.1159	0.373004583	91695348	0.310690391	295134161	203438813	0.689309609	YES	12																																					
96	Diptera	Sarcophagidae	Sarcophaga	528	97	GCA_014635995.1	long	pacbio	560735179	8.75	3839545	6.58	96.9	0.5	97.4	0.974	0.7	1.9	100	65142025	0.1162	12135580	0.0216	13180089	0.0235	88305286	0.1575	19570940	0.0349	7915975	0.0142	77907119	0.1389	0.274169263	284157014	0.506757957	560735179	276578165	0.493242043	YES	97																																					
97	Diptera	Sarcophagidae	Sarcophaga	519	15	GCA_005959815.1	short	short	476287247	8.68	19090	4.28	91.9	1.4	93.3	0.933	3.7	3	100	54718395	0.1149	6506841	0.0136	9603594	0.0202	26898874	0.0564	23182601	0.0487	489494	0.001	42756017	0.0897	0.260459958	164155816	0.344657173	476287247	312131431	0.655342827	YES	15																																					
98	Diptera	Muscidae	Haematobia	534	0	GCA_003123925.1	long	pacbio	1143537531	9.06	5359	3.73	63.6	0.8	64.4	0.644	9.8	25.8	100	26344173	0.023	3902310	0.0034	5761333	0.005	39765284	0.0348	9098910	0.0079	56093518	0.0491	191074411	0.1671	0.575456108	332039939	0.290362083	1143537531	811497592	0.709637917	NO	600																																					
99	Diptera	Muscidae	Stomoxys	531	204	GCF_001015335.1	short	short	971188624	8.99	11309	4.05	98.2	0.7	98.9	0.989	0.4	0.7	100	238149802	0.2452	9793997	0.0101	12710120	0.0131	34211181	0.0352	8907059	0.0092	167856393	0.1728	104406093	0.1075	0.181249676	576034645	0.593123345	971188624	395153979	0.406876655	YES	204																																					
100	Diptera	Glossinidae	Glossina	496	4	GCA_001014515.1	short	short	348062779	8.54	3909	3.59	94.3	1.1	95.4	0.954	2.3	2.3	100	16000162	0.046	634827	0.0018	3447768	0.0099	20821985	0.0598	12147017	0.0349	20516743	0.0589	31943750	0.0918	0.302749201	105512252	0.30314144	348062779	242550527	0.69685856	YES	4																																					
101	Diptera	Glossinidae	Glossina	500	7	GCA_001077435.1	none	none	363107242	8.56	49769	4.7	96.9	2	98.9	0.989	0.4	0.7	100	20504673	0.0564	502569	0.0014	4292731	0.0119	23765394	0.0654	12972494	0.0358	24618523	0.0678	35732556	0.0984	0.291959028	122388940	0.337060036	363107242	240718302	0.662939964	YES	7																																					
102	Diptera	Glossinidae	Glossina	497	2	GCA_000688715.1	short	short	357332231	8.55	167200	5.22	97.5	2	99.5	0.995	0.1	0.4	100	19458638	0.0544	343075	0.001	4953440	0.0138	22592769	0.0632	12186352	0.0341	23766812	0.0664	34046302	0.0953	0.290132593	117347388	0.328398554	357332231	239984843	0.671601446	YES	2																																					
103	Diptera	Glossinidae	Glossina	502	9	GCA_000688735.1	short	short	370264922	8.57	45924	4.66	97	2.3	99.3	0.993	0.1	0.6	100	18915566	0.0511	797481	0.0022	4161559	0.0112	24126497	0.0652	14326571	0.0387	24910651	0.0673	33900670	0.0916	0.279849358	121138995	0.327168435	370264922	249125927	0.672831565	YES	9																																					
104	Diptera	Glossinidae	Glossina	503	15	GCA_000671735.1	short	short	374774708	8.57	64354	4.81	96.7	2.5	99.2	0.992	0.2	0.6	100	22399607	0.0598	1731	0	4732253	0.0126	20584753	0.0549	14358298	0.0382	24306475	0.0648	34607776	0.0924	0.286036206	120990893	0.322836335	374774708	253783815	0.677163665	YES	15																																					
105	Diptera	Glossinidae	Glossina	504	11	GCA_000818775.1	short	short	380104241	8.58	24489	4.39	93.9	4.2	98.1	0.981	0.5	1.4	100	20422460	0.0537	1556	0	4121096	0.0108	21504021	0.0566	13953124	0.0367	18166086	0.0478	33967978	0.0894	0.302916822	112136321	0.295014654	380104241	267967920	0.704985346	YES	11																																					
106	Diptera	Glossinidae	Glossina	491	8	GCA_000671755.1	short	short	315360362	8.5	62009	4.79	96.4	2.4	98.8	0.988	0.7	0.5	100	9932608	0.0315	25610	0.0001	1074349	0.0034	23236872	0.0737	15276683	0.0484	14362934	0.0455	19569241	0.0621	0.234423098	83478297	0.264707639	315360362	231882065	0.735292361	YES	8																																					
107	Diptera	Diopsidae	Teleopsis	530	36	GCA_002237135.1	long	pacbio	620883900	8.79	64335	4.81	72.3	26	98.3	0.983	0.5	1.2	100	66417917	0.1068	264352	0.0004	31161757	0.0501	32203014	0.0518	23677435	0.0381	4964713	0.008	60515172	0.0974	0.276067374	219204360	0.352585217	621706043	402501683	0.647414783	YES	36																																					
108	Diptera	Diopsidae	Sphyracephala	492	0	GCA_001015235.1	short	short	315521093	8.5	1477	3.17	68.3	0.7	69	0.69	13.7	17.3	100	21984080	0.0696	771	0	1727434	0.0055	19900960	0.0631	9870817	0.0313	2771459	0.0087	26197721	0.083	0.31772821	82453242	0.261324025	315521093	233067851	0.738675975	NO	600																																					
109	Diptera	Phoridae	Megaselia	509	0	GCA_001015175.1	short	short	412270594	8.62	3270	3.51	71.5	1.2	72.7	0.727	14.3	13	100	43446349	0.1054	185943	0.0004	9345381	0.0227	3426282	0.0083	6035964	0.0146	1133322	0.0028	130430204	0.3164	0.6723087	194003445	0.470573084	412270594	218267149	0.529426916	NO	600																																					
110	Diptera	Dolichopodidae	Condylostylus	515	0	GCA_001014875.1	short	short	451941653	8.66	1110	3.05	51.1	0.5	51.6	0.516	14.6	33.8	100	4945847	0.0109	174238	0.0004	1247666	0.0028	7919634	0.0176	14911902	0.033	1750122	0.0038	47186534	0.1044	0.603903046	78135943	0.172889448	451941653	373805710	0.827110552	NO	600																																					
111	Diptera	Asilidae	Dasypogon	522	40	GCA_006980735.1	short	short	505154499	8.7	9253	3.97	91.6	2.4	94	0.94	2.1	3.9	100	53114654	0.1052	636070	0.0013	21324728	0.0422	37333317	0.0739	2844994	0.0057	8668711	0.0173	90869602	0.1799	0.423058447	214792076	0.425200758	505154499	290362423	0.574799242	YES	40																																					
112	Diptera	Asilidae	Holcocephala	523	0	GCA_001015215.1	short	short	516230974	8.71	1778	3.25	78.8	0.7	79.5	0.795	10.8	9.7	100	22149204	0.0429	114082	0.0002	1382047	0.0027	79471264	0.154	8888970	0.0172	2733118	0.0053	36845540	0.0714	0.243069752	151584225	0.293636439	516230974	364646749	0.706363561	NO	600																																					
113	Diptera	Asilidae	Proctacanthus	460	3	GCA_001932985.1	short	short	208907727	8.32	781095	5.89	99	0.7	99.7	0.997	0.2	0.1	100	938638	0.0045	1517	0	1239037	0.0059	2992526	0.0143	3075280	0.0146	1056860	0.0051	17811303	0.0852	0.656876166	27115161	0.129794917	208907727	181792566	0.870205083	YES	3																																					
114	Diptera	Stratiomyidae	Hermetia	532	274	GCA_009835165.1	short	short	1101327485	9.04	258950	5.41	91.5	7.6	99.1	0.991	0.4	0.5	100	518336152	0.4707	5006622	0.0045	46195385	0.0419	45078314	0.041	2814326	0.0025	20861222	0.0189	105926056	0.0962	0.142332012	744218077	0.675746394	1101327485	357109408	0.324253606	YES	274																																					
115	Diptera	Cecidomyiidae	Contarinia	442	22	GCA_009176525.2	short	short	185885008	8.27	95005	4.98	97.5	1.2	98.7	0.987	0.4	0.9	100	2283054	0.0123	70490	0.0004	1160227	0.0062	3642158	0.0196	3761012	0.0201	130316	0.0008	14371184	0.0773	0.565384163	25418441	0.136733082	185898253	160479812	0.863266918	YES	22																																					
116	Diptera	Cecidomyiidae	Sitodiplosis	459	9	GCA_009176505.1	short	short	208784321	8.32	62752	4.8	96.5	2	98.5	0.985	0.4	1.1	100	4369527	0.0209	57568	0.0003	2094173	0.0101	3667002	0.0176	5526991	0.0265	317737	0.0015	20359419	0.0975	0.559441243	36392417	0.174293098	208800104	172407687	0.825706902	YES	9																																					
117	Diptera	Cecidomyiidae	Mayetiola	443	3	GCA_000149185.1	short	short	185827756	8.27	14032	4.15	94	1.2	95.2	0.952	2.4	2.4	100	498351	0.0026	1726	0	1132295	0.0061	1962829	0.0106	5884206	0.0316	381980	0.002	13124473	0.0706	0.57098029	22985860	0.123694439	185827756	162841896	0.876305561	YES	3																																					
118	Diptera	Cecidomyiidae	Catotricha	489	28	GCA_011634745.1	short	short	310190350	8.49	34753	4.54	95.7	1.8	97.5	0.975	1.4	1.1	100	2696993	0.0087	20153	0.0001	1346241	0.0043	7083128	0.0228	13969272	0.0449	550304	0.0019	74334360	0.2396	0.743340248	100000451	0.322384146	310190350	210189899	0.677615854	YES	28																																					
119	Diptera	Sciaridae	Bradysia	488	65	GCA_014529535.1	long	pacb_oxford	309728657	8.49	2330419	6.37	96.3	3.1	99.4	0.994	0.4	0.2	100	10483331	0.0338	754496	0.0024	4935981	0.0159	6418109	0.0207	2884115	0.0092	2332669	0.0075	92955888	0.3	0.76972802	120764589	0.389847188	309774170	189009581	0.610152812	YES	65																																					
120	Diptera	Mycetophilidae	Bolitophila	499	19	GCA_010015015.1	short	short	365298705	8.56	42952	4.63	96	1.2	97.2	0.972	1.5	1.3	100	27887292	0.0763	49136	0.0001	10995789	0.0301	24811360	0.0679	12299144	0.0338	1369822	0.0038	93356107	0.2556	0.546681765	170768650	0.467476746	365298705	194530055	0.532523254	YES	19																																					
121	Diptera	Scatopsidae	Coboldia	374	3	GCA_001014335.1	short	short	98759061	7.99	145453	5.16	97.7	0.9	98.6	0.986	0.4	1	100	476142	0.0049	560	0	165003	0.0016	478719	0.0048	2275520	0.023	8947	0.0001	1808067	0.0183	0.346840891	5212958	0.052784605	98759061	93546103	0.947215395	YES	3																																					
122	Diptera	Psychodidae	Lutzomyia	399	0	GCA_000265325.1	short	short	154229266	8.19	7481	3.87	81.1	5.1	86.2	0.862	3.1	10.7	100	494123	0.0032	77642	0.0005	416157	0.0027	2551517	0.0165	4072767	0.0264	1265365	0.0082	14989990	0.0972	0.628048672	23867561	0.154753774	154229266	130361705	0.845246226	NO	600																																					
123	Diptera	Psychodidae	Phlebotomus	498	0	GCA_000262795.1	short	short	363767980	8.56	5795	3.76	80.5	3.5	84	0.84	10.5	5.5	100	5827538	0.016	653762	0.0018	7924423	0.0218	15702532	0.0431	2574255	0.007	3809546	0.0104	140408397	0.386	0.793714174	176900453	0.486300232	363767980	186867527	0.513699768	NO	600																																					
124	Diptera	Psychodidae	Clogmia	478	0	GCA_001014945.1	short	short	256248749	8.41	9372	3.97	85.2	0.7	85.9	0.859	7.3	6.8	100	8148139	0.0318	153983	0.0006	545795	0.0021	13106733	0.0512	3200311	0.0125	1247684	0.0048	67533568	0.2636	0.718930068	93936213	0.366582133	256248749	162312536	0.633417867	NO	600																																					
125	Diptera	Tipulidae	Tipula	525	0	GCA_001017535.1	short	short	541697276	8.73	600	2.78	60.1	0.5	60.6	0.606	13.2	26.2	100	46637444	0.0861	837	0	24024574	0.0443	34473475	0.0637	4915270	0.009	1711609	0.0031	34020258	0.0628	0.233361565	145783467	0.2691235	541697276	395913809	0.7308765	NO	600																																					
126	Diptera	Culicidae	Anopheles	473	20	GCA_008817895.1	short	short	232626592	8.37	18769	4.27	97.3	0.7	98	0.98	1	1	100	5676880	0.0244	1915540	0.0082	4088990	0.0175	9925750	0.0427	7003168	0.0301	279564	0.0012	10677740	0.0459	0.269860476	39567632	0.17008611	232632941	193065309	0.82991389	YES	20																																					
127	Diptera	Culicidae	Anopheles	484	22	GCA_007018985.1	short	short	288964812	8.46	20985	4.32	79.1	18.1	97.2	0.972	1.2	1.6	100	8735117	0.0302	2829573	0.0098	8802083	0.0305	16118475	0.0558	7938330	0.0275	522507	0.0017	15954227	0.0552	0.261972829	60900312	0.210753384	288964812	228064500	0.789246616	YES	22																																					
128	Diptera	Culicidae	Anopheles	476	27	GCA_000349185.1	short	short	246567867	8.39	74117	4.87	98.4	0.9	99.3	0.993	0.3	0.4	100	3603300	0.0146	1447864	0.0059	2664563	0.0108	7968526	0.0323	6839491	0.0278	249167	0.001	6350771	0.0257	0.218062091	29123682	0.118116291	246567867	217444185	0.881883709	YES	27																																					
129	Diptera	Culicidae	Anopheles	482	20	GCA_000349065.1	short	short	283828998	8.45	39415	4.6	98	0.7	98.7	0.987	0.5	0.8	100	3357666	0.0118	1485686	0.0052	1853532	0.0066	8036509	0.0283	6689398	0.0236	224828	0.0008	5723507	0.0201	0.209107473	27371126	0.09643527	283828998	256457872	0.90356473	YES	20																																					
130	Diptera	Culicidae	Anopheles	477	31	GCA_004136515.2	long	pacbio	251398820	8.4	3468756	6.54	60.9	38.4	99.3	0.993	0.2	0.5	100	16301353	0.0479	3472298	0.0102	17078445	0.0501	25355215	0.0745	8887564	0.0261	2802109	0.0082	17481235	0.0513	0.191306366	91378219	0.268320493	340556243	249178024	0.731679507	YES	31																																					
131	Diptera	Culicidae	Anopheles	468	10	GCA_000473525.2	short	short	224162116	8.35	11312	4.05	91.6	4.8	96.4	0.964	1.5	2.1	100	2401567	0.0107	1362966	0.0061	1227741	0.0054	6260826	0.0279	6203169	0.0277	145145	0.0006	5310288	0.0237	0.231771869	22911702	0.102210411	224162116	201250414	0.897789589	YES	10																																					
132	Diptera	Culicidae	Anopheles	485	21	GCA_000473845.2	short	short	288048996	8.46	48115	4.68	98	1	99	0.99	0.4	0.6	100	4450074	0.0155	1988412	0.0069	3812944	0.0132	9185443	0.0319	6742665	0.0234	271481	0.0009	7388650	0.0256	0.218342857	33839669	0.117478865	288048996	254209327	0.882521135	YES	21																																					
